Thời gian,Tên file,Điểm số,Thuật toán,Trạng thái,Ghi chú
2026-01-17 00:26:05,_musllinux.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: subprocess; Cấm import thư viện hệ thống: sys; Cấm sử dụng hàm: open()
2026-01-17 00:26:05,_parser.py,56,"List, Tuple, Tìm kiếm tuyến tính",AC,PEP8: Có 9 dòng code quá dài (>79 ký tự); Code rối: Sử dụng 9 biến toàn cục (Nên đóng gói vào hàm/class)
2026-01-17 00:26:05,_structures.py,35,Cơ bản,WA,
2026-01-17 00:26:05,_tokenizer.py,42,"Dictionary, List, Tuple",WA,PEP8: Có 3 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,__init__.py,18,Cơ bản,WA,Code rối: Sử dụng 8 biến toàn cục (Nên đóng gói vào hàm/class)
2026-01-17 00:26:05,__init__.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: sys; Cấm import thư viện hệ thống: os; Cấm import thư viện hệ thống: os; Cấm import thư viện hệ thống: os; Cấm import thư viện hệ thống: os.path; Cấm import thư viện hệ thống: os; Cấm sử dụng hàm: open(); Cấm sử dụng hàm: compile(); Cấm sử dụng hàm: exec(); Cấm sử dụng hàm: compile(); Cấm sử dụng hàm: exec(); Cấm sử dụng hàm: open(); Cấm sử dụng hàm: open(); Cấm sử dụng hàm: open(); Cấm sử dụng hàm: open(); Cấm sử dụng hàm: open(); Cấm sử dụng hàm: open()
2026-01-17 00:26:05,android.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: os; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,api.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: os
2026-01-17 00:26:05,macos.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: os.path; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,unix.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: os; Cấm import thư viện hệ thống: sys; Cấm import thư viện hệ thống: os
2026-01-17 00:26:05,version.py,27,"List, Tuple",WA,Code rối: Sử dụng 10 biến toàn cục (Nên đóng gói vào hàm/class)
2026-01-17 00:26:05,windows.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: os; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,__init__.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: os; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,__main__.py,42,Tuple,WA,
2026-01-17 00:26:05,console.py,55,"Dictionary, List, Tuple, Tìm kiếm tuyến tính",AC,PEP8: Có 1 dòng code quá dài (>79 ký tự); Code rối: Sử dụng 14 biến toàn cục (Nên đóng gói vào hàm/class)
2026-01-17 00:26:05,filter.py,55,"Dictionary, Tuple, Tìm kiếm tuyến tính",AC,PEP8: Có 1 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,__init__.py,54,"Dictionary, List, Sắp xếp cơ bản (Bubble/Selection/Insertion), Tuple",AC,PEP8: Có 6 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,formatter.py,34,"List, Tuple",WA,PEP8: Có 1 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,_mapping.py,22,"Dictionary, Tuple",WA,PEP8: Có 18 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,__init__.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: sys; Cấm import thư viện hệ thống: os.path; Cấm sử dụng hàm: open(); Cấm sử dụng hàm: exec()
2026-01-17 00:26:05,lexer.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,python.py,54,"Dictionary, List, Set, Tuple, Tìm kiếm tuyến tính",AC,PEP8: Có 119 dòng code quá dài (>79 ký tự); Code rối: Sử dụng 61 biến toàn cục (Nên đóng gói vào hàm/class)
2026-01-17 00:26:05,_mapping.py,31,"Dictionary, Tuple",FLAG,PEP8: Có 595 dòng code quá dài (>79 ký tự); Giống _mapping.py (83%)
2026-01-17 00:26:05,__init__.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: sys; Cấm import thư viện hệ thống: os.path; Cấm sử dụng hàm: open(); Cấm sử dụng hàm: exec()
2026-01-17 00:26:05,modeline.py,52,"List, Tìm kiếm tuyến tính",AC,
2026-01-17 00:26:05,plugin.py,54,"List, Tuple, Tìm kiếm tuyến tính",AC,
2026-01-17 00:26:05,regexopt.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: os.path
2026-01-17 00:26:05,scanner.py,35,"Dictionary, Tuple",WA,
2026-01-17 00:26:05,sphinxext.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,style.py,30,"Dictionary, List, Tuple",WA,Hiệu năng: Độ phức tạp O(n^3) khá chậm; Code rối: Sử dụng 13 biến toàn cục (Nên đóng gói vào hàm/class)
2026-01-17 00:26:05,_mapping.py,25,"Dictionary, Tuple",FLAG,PEP8: Có 3 dòng code quá dài (>79 ký tự); Giống _mapping.py (83%)
2026-01-17 00:26:05,__init__.py,57,"Dictionary, List, Tuple, Tìm kiếm tuyến tính",AC,PEP8: Có 1 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,token.py,55,"Dictionary, List, Tuple, Tìm kiếm tuyến tính",AC,Code rối: Sử dụng 19 biến toàn cục (Nên đóng gói vào hàm/class)
2026-01-17 00:26:05,unistring.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm sử dụng hàm: open(); Cấm sử dụng hàm: open()
2026-01-17 00:26:05,util.py,56,"Dictionary, List, Tuple, Tìm kiếm tuyến tính",AC,PEP8: Có 5 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,__init__.py,32,List,WA,PEP8: Có 3 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,__main__.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,_impl.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: os; Cấm import thư viện hệ thống: sys; Cấm import thư viện hệ thống: os.path; Cấm import thư viện hệ thống: os.path; Cấm import thư viện hệ thống: subprocess; Cấm sử dụng hàm: open(); Cấm sử dụng hàm: open()
2026-01-17 00:26:05,_in_process.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: os; Cấm import thư viện hệ thống: os.path; Cấm import thư viện hệ thống: shutil; Cấm import thư viện hệ thống: sys; Cấm import thư viện hệ thống: os.path; Cấm sử dụng hàm: open(); Cấm sử dụng hàm: open(); Cấm sử dụng hàm: open()
2026-01-17 00:26:05,__init__.py,30,Cơ bản,WA,
2026-01-17 00:26:05,__init__.py,22,List,WA,PEP8: Có 1 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,adapters.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: os.path; Cấm import thư viện hệ thống: socket
2026-01-17 00:26:05,api.py,27,Cơ bản,WA,PEP8: Có 18 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,auth.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: os
2026-01-17 00:26:05,certs.py,35,Cơ bản,WA,
2026-01-17 00:26:05,compat.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,cookies.py,59,"Dictionary, List, Stack, Tuple, Tìm kiếm tuyến tính",AC,PEP8: Có 17 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,exceptions.py,35,Stack,WA,PEP8: Có 3 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,help.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,hooks.py,55,"Dictionary, List, Tìm kiếm tuyến tính",AC,
2026-01-17 00:26:05,models.py,56,"Dictionary, List, Stack, Sắp xếp cơ bản (Bubble/Selection/Insertion), Tuple",AC,PEP8: Có 28 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,packages.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,sessions.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: os; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,status_codes.py,33,"Dictionary, Tuple",WA,PEP8: Có 2 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,structures.py,45,"Dictionary, Queue, Tuple",WA,PEP8: Có 1 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,utils.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: os; Cấm import thư viện hệ thống: socket; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,_internal_utils.py,35,"Dictionary, Tuple",WA,PEP8: Có 2 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,__init__.py,33,"List, Tuple",WA,PEP8: Có 5 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,__version__.py,18,Cơ bản,FLAG,Code rối: Sử dụng 10 biến toàn cục (Nên đóng gói vào hàm/class); Giống status_codes.py (100%); Giống _export_format.py (100%)
2026-01-17 00:26:05,providers.py,36,Tuple,WA,PEP8: Có 7 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,reporters.py,27,Tuple,WA,PEP8: Có 2 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,abstract.py,39,"List, Queue, Tuple",WA,PEP8: Có 1 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,criterion.py,37,Tuple,WA,
2026-01-17 00:26:05,exceptions.py,37,Tuple,WA,
2026-01-17 00:26:05,resolution.py,80,"Dictionary, List, Queue, Set, Sắp xếp cơ bản (Bubble/Selection/Insertion), Tuple, Đệ quy",AC,PEP8: Có 16 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,__init__.py,22,List,FLAG,Giống __init__.py (85%)
2026-01-17 00:26:05,structs.py,70,"Dictionary, List, Queue, Sắp xếp cơ bản (Bubble/Selection/Insertion), Tuple",AC,PEP8: Có 2 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,__init__.py,22,List,WA,
2026-01-17 00:26:05,abc.py,40,Cơ bản,WA,PEP8: Có 1 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,align.py,39,Tuple,WA,PEP8: Có 16 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,ansi.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: sys; Cấm import thư viện hệ thống: os; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,bar.py,38,"List, Tuple",WA,PEP8: Có 5 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,box.py,65,"Dictionary, List, Tuple, Tìm kiếm tuyến tính",AC,PEP8: Có 12 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,cells.py,74,"List, Tuple, Tìm kiếm nhị phân",AC,PEP8: Có 3 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,color.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,color_triplet.py,37,Tuple,WA,PEP8: Có 1 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,columns.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: os
2026-01-17 00:26:05,console.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: os; Cấm import thư viện hệ thống: sys; Cấm sử dụng hàm: open(); Cấm sử dụng hàm: open(); Cấm sử dụng hàm: open()
2026-01-17 00:26:05,constrain.py,35,Cơ bản,WA,PEP8: Có 3 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,containers.py,71,"List, Stack, Tuple, Tìm kiếm nhị phân",AC,PEP8: Có 5 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,control.py,66,"Dictionary, List, Tuple, Tìm kiếm tuyến tính",AC,PEP8: Có 7 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,default_styles.py,44,"Dictionary, Tuple",WA,PEP8: Có 5 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,diagnose.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: os
2026-01-17 00:26:05,emoji.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: sys; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,errors.py,20,Cơ bản,WA,
2026-01-17 00:26:05,filesize.py,59,"List, Tuple, Tìm kiếm tuyến tính",AC,PEP8: Có 3 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,file_proxy.py,59,"List, Tuple, Tìm kiếm tuyến tính",AC,PEP8: Có 1 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,highlighter.py,62,"Dictionary, List, Set, Sắp xếp cơ bản (Bubble/Selection/Insertion), Tuple",AC,PEP8: Có 31 dòng code quá dài (>79 ký tự); Code rối: Sử dụng 8 biến toàn cục (Nên đóng gói vào hàm/class)
2026-01-17 00:26:05,json.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,jupyter.py,62,"Dictionary, List, Tuple, Tìm kiếm tuyến tính",AC,PEP8: Có 2 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,layout.py,80,"Dictionary, List, Sắp xếp cơ bản (Bubble/Selection/Insertion), Sắp xếp nâng cao (Merge/Quick), Tuple, Đệ quy",AC,PEP8: Có 15 dòng code quá dài (>79 ký tự); Code rối: Sử dụng 9 biến toàn cục (Nên đóng gói vào hàm/class)
2026-01-17 00:26:05,live.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,live_render.py,57,"Tuple, Tìm kiếm tuyến tính",AC,PEP8: Có 4 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,logging.py,43,"Dictionary, List, Tuple",WA,PEP8: Có 37 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,markup.py,70,"Dictionary, List, Stack, Tuple, Tìm kiếm tuyến tính",AC,PEP8: Có 12 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,measure.py,37,"List, Tuple",WA,PEP8: Có 10 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,padding.py,83,"Cây nhị phân/BST, List, Tuple, Tìm kiếm tuyến tính",AC,PEP8: Có 8 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,pager.py,40,Cơ bản,WA,
2026-01-17 00:26:05,palette.py,40,Tuple,WA,PEP8: Có 1 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,panel.py,41,"List, Tuple",WA,PEP8: Có 18 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,pretty.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: os; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,progress.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: os
2026-01-17 00:26:05,progress_bar.py,42,"List, Tuple",WA,PEP8: Có 12 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,prompt.py,58,"List, Tuple, Tìm kiếm tuyến tính",AC,PEP8: Có 27 dòng code quá dài (>79 ký tự); Code rối: Sử dụng 15 biến toàn cục (Nên đóng gói vào hàm/class)
2026-01-17 00:26:05,protocol.py,55,Tìm kiếm tuyến tính,AC,
2026-01-17 00:26:05,region.py,25,Cơ bản,WA,
2026-01-17 00:26:05,repr.py,67,"Dictionary, List, Tuple, Tìm kiếm tuyến tính",AC,PEP8: Có 3 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,rule.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,scope.py,66,"Dictionary, List, Tuple, Tìm kiếm tuyến tính",AC,PEP8: Có 5 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,screen.py,27,Tuple,WA,PEP8: Có 1 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,segment.py,91,"Dictionary, List, Sắp xếp cơ bản (Bubble/Selection/Insertion), Tuple, Tìm kiếm nhị phân",AC,PEP8: Có 41 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,spinner.py,63,"List, Tuple, Tìm kiếm tuyến tính",AC,PEP8: Có 7 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,status.py,38,Cơ bản,WA,PEP8: Có 11 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,style.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,styled.py,40,Cơ bản,WA,PEP8: Có 1 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,syntax.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: os.path; Cấm import thư viện hệ thống: sys; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,table.py,56,"Dictionary, List, Sắp xếp cơ bản (Bubble/Selection/Insertion), Tuple",AC,PEP8: Có 106 dòng code quá dài (>79 ký tự); Hiệu năng: Độ phức tạp O(n^3) khá chậm; Code rối: Sử dụng 23 biến toàn cục (Nên đóng gói vào hàm/class)
2026-01-17 00:26:05,terminal_theme.py,29,"List, Tuple",WA,PEP8: Có 2 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,text.py,92,"Dictionary, List, Set, Sắp xếp cơ bản (Bubble/Selection/Insertion), Tuple, Tìm kiếm nhị phân, Đệ quy",AC,PEP8: Có 79 dòng code quá dài (>79 ký tự); Code rối: Sử dụng 7 biến toàn cục (Nên đóng gói vào hàm/class)
2026-01-17 00:26:05,theme.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm sử dụng hàm: open()
2026-01-17 00:26:05,themes.py,20,Cơ bản,WA,
2026-01-17 00:26:05,traceback.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: os; Cấm import thư viện hệ thống: sys; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,tree.py,64,"List, Stack, Sắp xếp cơ bản (Bubble/Selection/Insertion), Tuple",AC,PEP8: Có 16 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,_cell_widths.py,24,"List, Tuple",WA,
2026-01-17 00:26:05,_emoji_codes.py,33,Dictionary,WA,PEP8: Có 1 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,_emoji_replace.py,42,"Dictionary, List, Tuple",WA,PEP8: Có 3 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,_export_format.py,19,Cơ bản,FLAG,PEP8: Có 7 dòng code quá dài (>79 ký tự); Giống status_codes.py (100%); Giống __version__.py (100%)
2026-01-17 00:26:05,_extension.py,25,Cơ bản,WA,
2026-01-17 00:26:05,_fileno.py,39,"List, Tuple",WA,PEP8: Có 3 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,_inspect.py,56,"List, Tuple, Tìm kiếm tuyến tính",AC,PEP8: Có 18 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,_log_render.py,44,"List, Tuple",WA,PEP8: Có 2 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,_loop.py,37,Tuple,WA,
2026-01-17 00:26:05,_null_file.py,37,List,WA,
2026-01-17 00:26:05,_palettes.py,24,"List, Tuple",WA,
2026-01-17 00:26:05,_pick.py,55,Tìm kiếm tuyến tính,AC,
2026-01-17 00:26:05,_ratio.py,57,"List, Sắp xếp cơ bản (Bubble/Selection/Insertion), Tuple",AC,PEP8: Có 11 dòng code quá dài (>79 ký tự); Hiệu năng: Độ phức tạp O(n^3) khá chậm
2026-01-17 00:26:05,_spinners.py,23,"Dictionary, List",WA,PEP8: Có 10 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,_stack.py,35,Cơ bản,WA,
2026-01-17 00:26:05,_timer.py,37,Tuple,WA,
2026-01-17 00:26:05,_win32_console.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,_windows.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,_windows_renderer.py,44,"Sắp xếp cơ bản (Bubble/Selection/Insertion), Tuple",WA,PEP8: Có 5 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,_wrap.py,62,"List, Sắp xếp cơ bản (Bubble/Selection/Insertion), Tuple",AC,PEP8: Có 4 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,__init__.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: os
2026-01-17 00:26:05,__main__.py,41,"Dictionary, List, Tuple",WA,"PEP8: Có 11 dòng code quá dài (>79 ký tự); Code rối: Có 1 hàm quá dài (>30 dòng, nên tách nhỏ)"
2026-01-17 00:26:05,_parser.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,_re.py,37,Tuple,WA,
2026-01-17 00:26:05,_types.py,24,"List, Tuple",WA,
2026-01-17 00:26:05,__init__.py,22,Tuple,FLAG,PEP8: Có 1 dòng code quá dài (>79 ký tự); Giống __init__.py (83%)
2026-01-17 00:26:05,_writer.py,51,"Dictionary, List, Tuple, Đệ quy",AC,PEP8: Có 7 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,__init__.py,22,Tuple,FLAG,PEP8: Có 1 dòng code quá dài (>79 ký tự); Giống __init__.py (83%)
2026-01-17 00:26:05,_api.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: os; Cấm import thư viện hệ thống: socket; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,_macos.py,56,"Dictionary, List, Tuple, Tìm kiếm tuyến tính",AC,PEP8: Có 26 dòng code quá dài (>79 ký tự); Code rối: Sử dụng 101 biến toàn cục (Nên đóng gói vào hàm/class)
2026-01-17 00:26:05,_openssl.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: os
2026-01-17 00:26:05,_ssl_constants.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,_windows.py,54,"Tuple, Tìm kiếm tuyến tính",AC,PEP8: Có 7 dòng code quá dài (>79 ký tự); Code rối: Sử dụng 48 biến toàn cục (Nên đóng gói vào hàm/class)
2026-01-17 00:26:05,__init__.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: sys
2026-01-17 00:26:05,connection.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: os; Cấm import thư viện hệ thống: socket; Cấm import thư viện hệ thống: socket; Cấm import thư viện hệ thống: socket
2026-01-17 00:26:05,connectionpool.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: socket; Cấm import thư viện hệ thống: sys; Cấm import thư viện hệ thống: socket; Cấm import thư viện hệ thống: socket
2026-01-17 00:26:05,appengine.py,30,Dictionary,WA,PEP8: Có 7 dòng code quá dài (>79 ký tự); Code rối: Sử dụng 7 biến toàn cục (Nên đóng gói vào hàm/class)
2026-01-17 00:26:05,ntlmpool.py,53,"Dictionary, Tuple, Tìm kiếm tuyến tính",AC,"PEP8: Có 4 dòng code quá dài (>79 ký tự); Code rối: Có 1 hàm quá dài (>30 dòng, nên tách nhỏ)"
2026-01-17 00:26:05,pyopenssl.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: socket; Cấm import thư viện hệ thống: socket; Cấm import thư viện hệ thống: sys; Cấm import thư viện hệ thống: socket
2026-01-17 00:26:05,securetransport.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: os.path; Cấm import thư viện hệ thống: shutil; Cấm import thư viện hệ thống: socket; Cấm import thư viện hệ thống: socket; Cấm sử dụng hàm: open(); Cấm sử dụng hàm: open()
2026-01-17 00:26:05,socks.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: socket; Cấm import thư viện hệ thống: socket
2026-01-17 00:26:05,_appengine_environ.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: os
2026-01-17 00:26:05,bindings.py,29,"List, Tuple",WA,PEP8: Có 16 dòng code quá dài (>79 ký tự); Code rối: Sử dụng 219 biến toàn cục (Nên đóng gói vào hàm/class)
2026-01-17 00:26:05,low_level.py,0,Bị từ chối,FLAG,PHÁT HIỆN MÃ NGUY HIỂM:; Cấm import thư viện hệ thống: os; Cấm sử dụng hàm: open()
2026-01-17 00:26:05,__init__.py,20,Cơ bản,FLAG,Cảnh báo: Code quá ngắn hoặc không đủ logic; Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống database.py (100%); Giống __init__.py (100%)
2026-01-17 00:26:05,__init__.py,20,Cơ bản,FLAG,Cảnh báo: Code quá ngắn hoặc không đủ logic; Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống database.py (100%); Giống __init__.py (100%)
2026-01-17 00:26:05,exceptions.py,31,Tuple,WA,PEP8: Có 9 dòng code quá dài (>79 ký tự)
2026-01-17 00:26:05,fields.py,56,"Dictionary, List, Tuple, Tìm kiếm tuyến tính",AC,PEP8: Có 6 dòng code quá dài (>79 ký tự)
